ID	id	text	isgreen	sentiment	stance
1681907281552867328	4430	Prior to 1960, 100F (38C) temperatures were common at Danville, Illinois - but they rarely happen any more. The last time Danville reached 110F was July 14, 1936 #ClimateScam 	Eco-related		Skeptical/Opposing
1667144506297204743	3785	🔴 A would-be thief has been captured on camera giving up on stealing a pack of beer after being outsmarted by a locked door 	Not eco-related		
1607814870426066944	3142	This year may not go down as the hottest ever recorded, but it’ll be close. And, in any case, there’s no question that the summer of 2022 was a scorcher. 	Eco-related	Negative	Neutral
1649502031529365529	2981	Join us in healing the planet through volunteer work. From shoreline cleanups to tree planting, all of us have the power to accomplish so much for the planet.   Discover the right fit for you! #earthday 	Eco-related	Positive	Supportive
1681510458803593217	4223	Pilot V1 taught me what Pilot V2 Needs to be.  Most modules in V1 are operational. V2 is more serious , scalable and less adventure playground. It works, it always does.#Aircraft #hydrogen #Sustainability #NetZero  #defence 	Not eco-related		
1668343841940725777	2739	📖 Publisher says The Pursuit of Love contains views that were common at the time it was written, but were ‘wrong then’ and ‘wrong today’ 	Not eco-related		
1666382641619431426	3752	When you look around you, everything seems to have depth . Everything exists in #threedimensions: height, width, and #depth. Now, imagine trying to capture this same sense of depth and #space in a #digital . That's where 3D style comes into play. 	Not eco-related		
1667663438221389825	4490	Stop Buying Packaged Bath Products. Buy in Bulk when you can.  #OceanProtectionLeague #SaveTheOcean #ocean #beach #nature #sea #travel #love #sky #water #climatechange #Sustainable #climatecrisis #Recycle4Nature #recycling #ClimateAction  	Eco-related	Positive	Supportive
1671304441285210112	4464	"🔴Oceanologist Dr Simon Boxall believes the submersible has sent out a distress signal  He told PA: “This is second-hand knowledge but my understanding is that they have received a signal from the submarine""  Follow Wednesday's live blog for the latest ⤵️ "	Not eco-related		
1685451542412025856	2950	This is very positive! Anyone who buys into the #ClimateScam is definitely not someone we need in the gene pool. We have quite enough #sheeple already. 	Not eco-related		
1626295005189898241	3450	A search is under way for Bach “Boonchai” Mai, recently sentenced to five years in prison by a Thai court. Experts say he has long played a role in trafficking ivory, rhino horns, tigers, and more 	Eco-related	Negative	Supportive
1682800925528793090	4794	Clean energy is set to take off in Maryland as the state aims to cut greenhouse gas emissions by 60 percent, Orsted Wind builds factories in Baltimore, and the IRA makes electrifying things easier on consumers.  	Eco-related	Positive	Supportive
1603120182846783489	2462	In August, President Biden signed the first major federal climate change legislation, a suite of policies that will inject hundreds of billions of dollars into the economy to accelerate the transition to clean energy. 	Eco-related	Positive	Neutral
1665696249335390208	2120	Let's join hands to protect Mother Earth 🌍 by promoting sustainable practices.  It is only by working together that we can make a positive impact, ensuring a greener, cleaner future for future generations.   #WorldEnvironmentDay2023  #MissionLiFE Day23 	Eco-related		Supportive
1670880417677733891	2917	The U.S. Coast Guard said it was searching for five people after the Canadian research vessel MV Polar Prince lost contact with a submersible during a dive about 900 miles east of Cape Cod, Massachusetts, on Sunday morning. Follow live updates. 	Not eco-related		
1673158403252731904	1986	The risks of a prolonged period of elevated inflation have increased despite the current decline in prices in many parts of the world, according to the Bank for International Settlements 	Not eco-related		
1462948684447068161	4498	“We know something important is happening in the forests here.”  How a 30 year history of working in Belize is assuring a balance between people and the environment.  	Eco-related	Positive	Supportive
1640051236908187648	4249	Red states are reaping the rewards of the IRA in big ways. Check out this feature, by  on how some of them are making use of these key funding sources.  	Not eco-related		
1579471951965212672	4013	Briana Mazzolini-Blanchard hopes that by getting more first ascents (FAs) she’ll chart a course for other people of color and women in a historically white- and male-dominated sport. #IndigenousPeoplesDay 	Not eco-related		
1581691519815163905	3912	“The gulf has been used as a bargaining chip … for years for the oil and gas industry. This is just the latest assault against our communities.” 	Eco-related	Negative	Supportive
1674061693939490817	2528	"Brexit is ""not part... of the labor market story"" that underpins the UK's sticky inflation, Bank of England Governor Andrew Bailey says  Updates:  "	Not eco-related		
1591496087281360897	3603	Trump's efforts to overturn the democratic system in the United States are still gathering steam, and we are careening toward a fateful reckoning in 2024. 	Not eco-related		
1660631598415458304	2695	Tucked beyond New Mexican mountain ranges, the Gila Wilderness area is a rugged and raw place, where visitors can experience nature on its own terms   	Not eco-related		
1671660183955668992	2158	"""Canadians throw away 3 million tons of #plastic #waste every year, according to Environment and Climate Change Canada & less than 10% of it is recycled.""  #Canada #Canadians "	Eco-related	Negative	Neutral
1659597480978268169	2722	The world needs a massive increase in renewable energy production. But we need to be strategic to minimize impacts on nature and people. Global Renewables Watch, an ongoing effort with  and  could help inform better energy planning.	Eco-related	Positive	Supportive
1668105904296697858	2870	Giving businesses the confidence to progress and meet their sustainability targets with the announcement of packaging now subject to national standards and design rules.    #NationalRetailAssociation #PackagingStandards   #SustainabilityTargets 	Eco-related	Positive	Supportive
1671896288504446976	3125	Of the 26m tonnes of waste produced in the UK, 12m tonnes are recycled, and 14m tonnes are sent to landfill sites 🚮  This gives the UK an average recycling rate of 45% ♻️  Source:   #recycling #recycle #sustainability  #nefollowers #eco	Eco-related	Positive	Neutral
1666466472082956288	1778	"For this month's KaizenLAB Book Club, our team is reading ""The Anthropocene Reviewed"" by John Green.   alLab #AnalyticalServices #TeamKaizenLAB #AlbertaProud #YYC #YEG #Local #SupportLocal  #Laboratory #KaizenLABThirty #BookClub #TheAnthropoceneReviewed "	Eco-related	Neutral	Supportive
1660844274894659586	4639	Prosecutors overseeing the investigation into Donald Trump’s handling of classified documents have issued a subpoena for information about Trump’s business dealings in foreign countries since he took office, according people familiar with the matter. 	Not eco-related		
1094754651000451073	2914	. will commemorate the 50th anniversary of #Apollo11 with APOLLO: MISSIONS TO THE MOON, which will air as part of a dedicated week of space programming this July. Take a look:   #TCA19 #Starstruck	Not eco-related		
1674317023570952193	3201	South Korea stepped up its pressure campaign against the North by appointing a hawk who called for the destruction on Kim Jong Un’s regime to lead its ministry charged with engaging Pyongyang 	Not eco-related		
1097876884384301056	2471	"""The iconic magazine's Instagram account NatGeo was awarded the honor this week, joining celebrities such as Selena Gomez, Kim Kardashian, Beyonce, Justin Bieber and Cristiano Ronaldo with the coveted follower count.""  "	Not eco-related		
1615908634893901825	4598	Learn how Nat Geo photographer Jasper Doest used a tongue-operated camera to capture 69-year-old skydiver and instructor Arnold Camfferman soaring through the sky for our January cover.   Video by Jasper Doest (with Aaron Molloy) 	Not eco-related		
1674140535886364674	4055	Lithium Mining & Batteries R A Monumental Disaster 4 our Environment,& If they catch on fire,the fire can’t be put out by Conventional means or Water,the car must be buried in the earth!Electric cars,a Hell of a way 2Green the planet,sounds more like EcoTerrorism‼️🙈#ClimateScam	Eco-related	Negative	Skeptical/Opposing
1592952053189451777	3610	The enormity of the climate crisis means financial markets have to get involved in fixing it.   Let's dive into the world of blue bonds with   	Eco-related	Neutral	Supportive
1668729391206092803	2857	🔴 The mother of a British schoolgirl shot dead by a gunman in France has pulled through an operation to remove bullets from her back and neck that “just missed an artery”, the family has revealed 	Not eco-related		
1513789517316173827	2519	Whether your kids are natural green thumbs or just pros at getting dirty, they can become star composters. Here’s how to turn garbage into great stuff for the planet.  	Eco-related	Positive	Supportive
1683885875065761800	4162	I support the brave #dutchfarmers and want to thank them for all their efforts in trying to thwart the global tyranny that is being inflicted on us all . #Agenda2030 #climatescam	Eco-related		Skeptical/Opposing
1668329431918575631	3141	☢️ The stockpile of operational nuclear weapons rose in 2022, a leading conflict think-tank said on Monday, as it warned that the world was entering a dangerous phase 	Not eco-related		
1673739487539609632	3176	From nurse strikes to food prices, today brought a few rare slivers of good news for Rishi Sunak, writes  But is it enough to get him back on track with his targets? 	Not eco-related		
1592563904550670336	3270	On the latest episode of #OverheardNatGeo, dive into stories from our “Pictures of the Year” issue to learn what baby carriages are like in Greenland, witness the moment SpaceX burst into a photo of a cypress swamp, and make a new four-legged friend  	Not eco-related		
1674129571891892226	4751	India’s markets regulator tightens disclosure norms for large foreign portfolio investors and those with a majority of their investments in a single Indian business group 	Not eco-related		
1564025078643363842	2641	"""With the migration of people from the countryside into the cities and away from the natural world, we have become less exposed to nature, and as such, to its inherent shapes."" "	Not eco-related		
1681904174324416512	4529	Prior to 1960, 100F (38C) temperatures were common at Carlinville, Illinois - but they rarely happen any more. The last time Carlinville reached 110F was July 18, 1954#ClimateScam 	Eco-related		Skeptical/Opposing
1371934565523197957	4895	"RT  ""I was given almost like the permission to do it by learning about what Aretha was able to do.""  Cynthia Erivo opens up about…"	Not eco-related		
1674296398991196161	4637	Billionaire Wang Jianlin's Dalian Wanda told investors that one of its key units suspended a bond-sale application after receiving guidance from a Chinese regulator, according to some of those investors 	Not eco-related		
1553360272567554049	3015	"""As the world's second-largest carbon emitter annually, the U.S. must step up and lead at this critical moment for people and our planet,"" says    This deal is the best way to make the kind of progress we need. "	Eco-related	Positive	Supportive
1312078804714770434	4880	"""Combining incredible access with a lucid yet standard approach to historicizing a human rights issue that’s been cynically politicized... it is thoughtfully designed to inform American skeptics and equivocators."" #BloodOnTheWall   "	Not eco-related		
1683797773823401986	3924	And let's not forget, neither Roger nor Justin Rowlatt have a scientific qualification between them. They are not experts, they are activist journalists, pushing the #ClimateScam and getting well paid to do so.	Not eco-related		
1684166417975746560	3451	"The #ClimateEmergency is a #ClimateScam. What they call ""Green"" energy is a monstrous deception and intellectually dishonest. #FreeEnergy or keep it #CarbonBased with #Coal #Oil and #Gasoline!!!! Remember kiddos #CarbonDioxideIsALifeGivingGas .... if you disagree I'll happily and…"	Eco-related	Negative	Skeptical/Opposing
1642939051698278400	3034	Humboldt penguins face existential threats from climate change and overfishing—but also from habitat theft, as the penguins use the guano from  for nesting while humans covet it for fertilizer.  	Eco-related	Negative	Supportive
1671633463726817280	4153	" EXCLUSIVE:  rescue tech at #Titanic wreck site may damage #OceanGate #Titan submersible & kill anyone left alive/request to send special ROVs caught in red tape since MONDAY & at least 1 ROV ""destroyed"" in SAR effort 🧵 via "	Not eco-related		
1672783165902012416	2468	"Monumental Sports & Entertainment CFO Peter Biché says the company is in ""growth mode."" But would it add a team outside DC?  He discusses plans with Kailey Leinz on Bloomberg Chief Future Officer.  Watch the full episode  "	Not eco-related		
1670843244983222272	1858	when you say in September that “my way” of working will work….and you are told on a Learning Walk today that “yes, it has worked, you were right”  Made me smile so much 😌 #ks1 #provision #vision  #learning	Not eco-related		
1667231836790222848	2604	We have to ask ourselves why we let our neighbors make that kind of sacrifice when fossil fuel companies are making billions in record profits. We need to act on the reality that for them environmental damage isn’t a far-off threat.   	Eco-related	Negative	Supportive
1605310979725840384	3636	Submit your favorite picture from this year for a chance to be included in  alongside the world’s leading photographers! See official rules and eligibility:  	Not eco-related		
1665805244243103745	3824	The #Iranian regime's destructive policies have taken a toll on its  as they will affect the lives of more generations to come. 9/  	Eco-related	Negative	Neutral
1666884885653356545	4585	🔴 The City of London was last night turning its back on Crispin Odey following a raft of fresh sexual assault allegations made against the hedge fund tycoon 	Not eco-related		
1290336463394164740	1965	 announces that #BloodontheWall will premiere on September 30, with the goal of fostering conversation around relevant foreign policy and immigration issues ahead of the November election.  #CTAM2020 #TCA20	Not eco-related		
1673966682782461952	3576	Our WasteMaster system makes an appearance in this top news feature on food waste from CNA in Singapore. Take a look!     #FoodWaste  #Food #WasteMaster	Eco-related	Positive	Supportive
1673716018479534081	2296	#OnlineFirst Impact of Meetings on the Network Governance and Mobility of UN Policy Programs on Environment and Education, Nicolas Stahelin  & Marcia McKenzie  :      #UN alEducation #SustainabilityEducation #Network 	Not eco-related		
1659981096732205057	3950	Smoking marijuana while driving appears to have become ubiquitous in New York City after the drug’s legalization. But it's a trend that's not easy to curb. To many motorists getting ticketed for marijuana use is so uncommon that it's not a huge concern. 	Not eco-related		
1683508717591973895	2003	This is how The $cience™️ creates manufactured consensus around climate change - they decide the narrative of choice in advance & in secret, then close ranks to push it. Bc that was what was done with covid.#climategate#ClimateScam 👇🏻👇🏻👇🏻	Eco-related		Skeptical/Opposing
1681931450512228352	4361	The host nations of the Women’s World Cup, New Zealand and Australia, will play on the first day of the tournament. New Zealand 🇳🇿 will take on Norway 🇳🇴 in Auckland and Australia 🇦🇺 will face Ireland 🇮🇪 in Sydney.Follow updates.	Not eco-related		
1671888406832635909	1718	🔴NEW: The head of the search for the missing submersible exploring the wreck of the Titanic has said that it is still an active search and rescue operation, despite fears that the oxygen supply on board has run out. 	Not eco-related		
1673897024393977856	3694	Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than four mistakes.  	Not eco-related		
1673969316448935937	2377	🔴 Violence erupted in a suburb of Paris on Tuesday night after police shot and killed a teenage delivery driver who tried to flee a traffic stop.  The 17-year-old was driving in a rental car in the western suburb of Nanterre early on Tuesday when police pulled him over for breaking several road rules, prosecutors said 	Not eco-related		
1671121422649901056	4561	🗣️ Jeremy Hunt has insisted the Government will not do anything on mortgages that will “prolong the inflationary agony” of homeowners as he was questioned by MPs on the property lending crisis.  Read more ⬇️   	Not eco-related		
1658947603256553472	4045	Earth is our only home, & it's our responsibility to protect it. Even if we reach 1.5 °C of warming, every effort to mitigate climate change can still make a difference in preserving ecosystems, preventing extreme weather & safeguarding future generations. 	Eco-related	Positive	Supportive
1666926015380062208	4341	Ditching straws and plastic is great, but we must stop intensive fishing and destroying the ocean if we want to save the sea ⚠️     #WorldOceanDay #vegan #govegan #ocean  #climatechange	Eco-related	Negative	Supportive
1670473949942018050	3663	Stocking a new small pond for wildlife. The raised pond is a memory wall made of stuff collected over decades. And it's easier for me to manage. A fitting home for the dwarf yellow water lily.#gardening #gardeningtwitter #ponds   	Eco-related	Positive	Supportive
1535685806559567873	4901	Father's Day is coming up. Is a dad or father figure the reason for your love for al fresco adventure? Here are 14 groovy gifts for an eco-conscious papa.  	Eco-related	Neutral	Neutral
1568254193940447232	3044	Monthly and all-time temperature records are smashed all over California and the West, Californians DO know how to prevent rolling blackouts,  and more environmental news you may have missed. 	Eco-related	Negative	Neutral
1671788660549902336	2788	Met Sri. Tanmay Kumar, Additional Secretary,  & Chairman,   on 21.06.2023 and appraised about the implementation of programmes and policies by  towards prevention and control of pollution. #kspcb  #pollutioncontrol 	Eco-related	Positive	Supportive
1593242554879074304	3981	A dozen years after reaching seven billion, the planet most likely will surpass eight billion people sometime around mid-November. The implications for the planet—and our own welfare—hinge on how we tackle climate change 	Eco-related	Neutral	Supportive
1670169468352307200	2942	Elon Musk, Jeff Bezos and Richard Branson are racing to establish a presence in space. But what rights and obligations come with that?  It’s still not clear what the space laws are, even as the $460 billion industry is growing quickly. 	Not eco-related		
1673632261147709440	4740	A study three decades in the making reveals common bottlenose dolphins use ‘baby talk’—the first time it’s been documented in a species other than humans   	Not eco-related		
1674242267211616258	1759	Longtime Wall Street executive Mark Gallogly and his wife, Lise Strickler, will host a fundraiser at their Central Park West home for President Joe Biden 	Not eco-related		
1672312607946993665	3930	"Featured in ""The Bear,"" these classic Midwestern sandwiches, which are thought to have originated in Chicago in the early 1900s, are made from slow-roasting tougher cuts of beef in a flavorful broth until tender. "	Not eco-related		
1665705036339625985	3389	Take a look at what we were able to accomplish with your help and   #EcoCart  friendly #solarpower #solar #solarsystem #carboncapture #carbonfootprint #carbonneutral #Sustainability #SustainableFuture 	Eco-related	Positive	Supportive
1511702796529278984	1728	Do more than celebrate Earth Day. Take action!   Discover what you can do to help nature heal – on April 22 and all year long:  #EarthDay 	Eco-related	Positive	Supportive
1684722513077538816	1802	The climate has been changing for 4 billion years and will continue to change until the sun goes Red Giant. Then It will get hot. Everything Else Is a lie. #ClimateEmergency #ClimateScam	Eco-related		Skeptical/Opposing
1586059011308363777	2005	The Thwaites glacier is melting, and at risk of melting a lot more. That “16 feet of sea level rise” projection is also accurate. What’s missing is the timescale. 	Eco-related	Negative	Neutral
1665621289816432640	1734	Happy Environment Day! If you want to take a step towards greener data management, our legacy data management solution can help you out!    #worldenvironmentday  #green #greener #co2emissions #theresnoplanetb 	Eco-related	Positive	Supportive
1490740385093672964	1833	Just announced: Super/Natural - a new series from  and narrated by Benedict Cumberbatch, which will reveal the secret powers and super senses of the world’s most extraordinary animals. Coming to  later this year.  #TCA22 #SuperNaturalSeries	Not eco-related		
1683031757409361925	2890	A MORNING REMINDER that climate change loving California considers wild horses problematic.  Gee- I'd rather have a wild horse that a broken wind turbine. #ClimateScam	Eco-related	Negative	Skeptical/Opposing
1648461571130265601	3059	These crumbling sandbanks could be a problem for this elephant looking for a meal—but not for a sand surfing pro.  From James Cameron and narrated by Natalie Portman, #SecretsOfTheElephants premieres April 21 on National Geographic and April 22 on  and  	Not eco-related		
1553397545317154817	2390	What’s actually in the landmark climate and energy deal struck by Senators Joe Manchin and Chuck Schumer? You have questions, and we have the answers. 	Eco-related	Neutral	Neutral
1459192090714382340	4607	A new study led by TNC scientists has linked local deforestation in Indonesia to an increase in heat-related deaths, warning that millions of people living in the tropics could be facing a similar threat—and it's compounded by climate change.  #COP26	Eco-related	Negative	Neutral
1413598298099888132	2216	RT  I LOVED getting to explain to a talking coconut why it's a bad idea to get a lion as a pet on  new 	Not eco-related		
1626023556378238976	2956	African American studies explores the history of people of African descent, the legacy of slavery, and how racism pervades our social structures like economics and the law 	Not eco-related		
1585409733267161088	1735	Earlier this month, Alaska officials canceled the winter snow crab harvest—for the first time in history—on the grounds that at least 7 billion snow crabs are missing. 	Eco-related	Positive	Supportive
1629948668768923648	4673	The Alaska National Interest Land Conservation Act is one of the most extensive land protection packages you’ve probably never heard of. It could be destroyed if the Biden administration doesn’t act fast to protect it.  	Eco-related	Negative	Supportive
1677441235307339776	2710	How do you photograph inside a pitch-black cave? Photographer Stephen Alvarez explains how he captured the image featured on the July cover of National Geographic 	Not eco-related		
1672161983460696068	3048	Miyawaki forests are a global sensation, but not everyone’s sold on them   #climate, #climatechange, #earth, , #forest, #getgreengetgrowing, #gngagritech, #greenstories, #Miyawaki, #nature, #plant, #planting, #trees	Eco-related	Neutral	Supportive
1547659732067897350	3005	If global growth in airline traffic continues at the same breakneck rate as it did before COVID—around 7 percent per year—aviation will soar past its carbon budget with no landing in sight. 	Eco-related	Negative	Supportive
1671129000343748608	2518	🎵 From stencilling cows to crashing Kanye West’s headline set, the festival has seen its share of outrageous pranks.   Here are the maddest 👇  	Not eco-related		
1457884659396841472	4868	ICYMI: If done right, carbon finance could help halt tropical deforestation. Learn more from conservationists and other experts with this panel discussion from the first week of #COP26:  #NatureNow	Eco-related	Positive	Supportive
1595515281123819520	2387	Game birds, from peafowl to pheasants, are often hunted for our consumption. But take a moment to appreciate the diversity and beauty of this colorful array of species.  	Eco-related	Neutral	Supportive
1683883145731485714	4057	The Democrats & the global leftists want to reduce the global population because of their made up “climate crisis.” Was Covid & the subsequent vaccine their way of accomplishing their evil goal? #eugenics #ClimateScam #Bronny	Eco-related		Skeptical/Opposing
1685519904638926848	2880	Solar pannels on the roof don't stop your power costs rising dramatically, all the suppliers have reduced the back to grid money payments after promising the world to get them installed, in our case $10,000.Don't let them con you, it's a rip-off.#EnergyScam #AGL #ClimateScam 	Eco-related		Skeptical/Opposing
1665624122460626947	3434	"""The study by the international scientist group  published in Wednesday’s journal  looks at #climate Air pollution, phosphorus & nitrogen contamination of Water from fertilizer overuse (...) and the overall natural & human-built  ""  #saveEarth"	Eco-related	Negative	Supportive
1671223019484610581	3669	In my opinion, #California should build its wind farms in California,  not #Wyoming. This is totally unfair to the people of Wyoming. The people of California are hypocrites.     #GreenEnergy #windpower	Eco-related	Neutral	Supportive
1673448555053301767	3075	"The Brooklyn Academy of Music, an important cultural organization in New York, has laid off 13% of its staff and reduced its programming as it seeks to plug a ""sizable structural deficit"" and rebounds from the pandemic, officials confirmed on Monday. "	Not eco-related		
1674464521522491399	3811	And we look forward to welcoming new subscribers as we continue to share important global stories with even broader relevance across all of our unrivaled global platforms.	Not eco-related		
1669485721399308288	1983	🇷🇺 A court in Russia began the show trial of 22 Ukrainian soldiers who defended the Azovstal steel factory in Mariupol last year against the Russian army 	Not eco-related		
1592837182087393280	2093	After false starts and weather delays, NASA’s most powerful rocket ever successfully lifted off. The uncrewed Orion spacecraft now embarks on a four-week mission.  	Not eco-related		
1665907207198904325	3054	Due to the growing population and lack of arable land per capita, the country must preserve the environment and plant more #Trees to provide a healthy and secure living  for future generations... #Bangladesh  	Eco-related	Positive	Supportive
1668174445746216960	2791	🗣️ Top secret documents which Donald Trump stored in his Mar-a-Lago resort were just “mementos” one of his lawyers said as his legal team began formulating his defence.  Mr Trump is due to appear before a Miami federal court on Tuesday 	Not eco-related		
1253030005354962945	4120	RT  Follow along with Walt Disney Animation Studios Head of Story David Derrick as he shows you how to draw a lion for you…	Not eco-related		
1605596515124346881	3151	It’s an insidious, coordinated effort among Republican elected officials, conservative dark money groups, and fossil fuel interests that is attempting to block progress to make the financial sector more sustainable. 	Eco-related	Negative	Supportive
