ID	id	text	isgreen	sentiment	stance
1661391638587949059	1716	If the U.S. government defaults on its debt even for just a few hours next week, its creditworthiness could suffer for a long time. Three major ratings companies have vowed to lower the rating of the U.S. as a borrower if it misses an interest payment. 	Not eco-related		
1662012953858650112	4788	Britain’s governing Conservative Party for years has pledged to restrict immigration, and a vow to “take back control” of borders was a centerpiece of the Brexit campaign. Instead, immigration to Britain reached an all-time high in 2022, new data shows. 	Not eco-related		
1671846442770796544	2585	It is called “Green Newspaper” and was invented by the publisher of the famous Japanese daily, The Mainichi Shimbunsha – a one hundred percent sustainable newspaper. If you plant it, it will grow. #SustainableGrowth #environment #ConsciousPlanet #Awareness #consciousness 	Eco-related	Positive	Supportive
1671055549721608192	3549	"“There is no more beautiful place to run than nature.""  Our official Website:-   #ostp #savenature #saveplanetearth #saveearth #savetrees #globalwarming #saveNaturesaveLife #climate #earth #environment #environmentallyjustice #plantsmakepeoplehappy #plants "	Not eco-related		
1666529138901909504	4410	Our Nursery Technician, Virginia, helped load 1,300 NATIVE SHRUBS to  for WATER WEEK!* *Fun fact, booms make loading box trucks much easier! 📷📷 Learn more about this awesome event:  #nativeplants #trees #environment 	Eco-related	Positive	Supportive
1593323483823747073	4785	"In celebration of ""Avatar: The Way of Water,"" we've partnered with  and  to #KeepOurOceansAmazing.   For every creature created in the Virtual Pandoran Ocean, Disney will give $5 to The Nature Conservancy:  "	Eco-related	Positive	Supportive
1667109289842860032	4388	Some Canadians are donning the face coverings made ubiquitous during the coronavirus pandemic as a protection against hazardous smoky conditions as wildfires ravage much of the country  #CanadaWildfires #environment  	Eco-related	Negative	Neutral
1290350107397959680	4809	Photo Ark is a two-part  special following  around the world as he inspires people to save species at risk through the power of photography.  #CTAM2020 #TCA20	Eco-related	Positive	Supportive
1672121856567001090	3374	🔴 Sarah Snook, who will play all 26 characters in The Picture of Dorian Gray, joins a growing list of actors taking on this breathless trend 	Not eco-related		
1637950912378572800	1862	. recently sat down with Sierra Club's executive Ben Jealous to talk about the current status of climate action, from youth activism to actually passing legislation.  	Eco-related	Neutral	Neutral
1669323885773312000	1884	An inquiry into Pita Limjaroenrat, the front-runner in Thailand’s May general election, could disqualify him from becoming the next prime minister. Activists say it’s part of a bid to roll back election results and erode democracy.  Here’s what to know. 	Not eco-related		
1451552673178730509	4848	Renowned artist  shares the inspiration for his painting of ancient wonders on the cover of our November issue, featuring behind-the-scenes moments captured by  	Not eco-related		
1682283539977457667	3070	Zionists like Debbie Wasserman Schultz are terrified that the hidden hand of Sabbateans is revealed in Medieval Black Plague Terrorism,9/11 Gold Heist, COVID mRNA #VaccineGenocide,ESG  & CarbonSocial #Crypto CBDC Slavecoins. Her attack on #RFKJr is #IHRA performative. 	Eco-related		Skeptical/Opposing
1601990236803850241	4772	"""Maybe fashion marketing has convinced you that the industry is now mostly organic and circular, recycling discarded clothes into brand-new ones. In reality, six out of 10 articles of apparel end up in a garbage dump or trash incinerator each year."" "	Eco-related	Negative	Supportive
1666716695820660736	2285	EXIM Bank announces the successful issuance of the first SME Green Bond being offered to institutional and large investors.  See more:   #Thailand #Thai #EXIMBank #Bank #Business #Investment #Industry #Environment #Sustainability #ไทย #ธนาคาร #ธุรกิจ 	Eco-related	Positive	Neutral
1673346682983989253	2487	There are a lot of #myths and #misinformation regarding #foodproduction and the #environment. Some good, factual sources are         #Farming #FactsMatter #ranching #stewardsoftheland #signup 	Eco-related	Neutral	Supportive
1671777135931826177	2605	Lisa Joy, one of the creators of hit HBO series Westworld, says she’s confident her job as a producer of science fiction is safe from artificial intelligence. At least for a “long time” 	Not eco-related		
1665730862795702274	1903	Question asked to Norfolk County Council Cabinet on Park and Ride site  Question on Postwick Park and Ride asked to NCC Cabinet on 5 June 2023   Qu...   #GreenFuture #Environment #BroadlandGreens #Norfolk #votegreen 	Not eco-related		
1547705034539819008	2669	“I know right now everyone is rightly very concerned about climate, but it's one of those very unusual things where we can do a lot of good to a lot of different systems at once.” 	Eco-related	Neutral	Supportive
1549063994039685120	2896	The famed giant sequoias of Yosemite’s Mariposa Grove escape damage from the Washburn Fire due to years of prescribed burns that reduced undergrowth in the area, and other environmental news you may have missed. 	Eco-related	Positive	Supportive
1472996473247780873	1732	Amidst the rise in COVID-19 cases,  takes a look at the ways to avoid risk during the holiday season. DM for spokespeople availability and more! 	Not eco-related		
1668557602425282560	4460	Can Europe achieve the Green Deal without protecting nature?  Simply put, no. Nature is essential to achieve climate neutrality.   The good news? Decarbonizing the electricity system and restoring nature can be done in an integrated manner.  Read how 👉 	Eco-related	Positive	Supportive
1673763808488341504	3460	We expect AI systems to be aligned with the values we espouse but in a way that doesn't limit their freedom to come up with ideas we'd never have thought of.   On this week's AI IRL, we discuss the challenges of AI alignment. Stream Wednesday at 8:30 pm ET  	Not eco-related		
1664565278146002944	4047	A Florida judge disqualified himself from a court case brought by Disney against Gov. Ron DeSantis because a relative owns stock in the company, but not before blasting the governor’s legal team for engaging in “rank judge shopping.” 	Not eco-related		
1673420287415578634	3423	Richard Ravitch, the civic leader and crisis manager who in the 1970s helped save NYC from near bankruptcy and then led its struggling subway system to recovery, has died at age 89 	Not eco-related		
1672214427540570112	2251	"#IndianArmy conducted a Lecture on the theme of #Environment #Pollution at Village Gei District #Doda with an aim to make people aware about benefits of ""Clean & Green Environment"". #Globalkashmir #ProgressingJK #BharatNirman #savelife  #CarbonNeutral   "	Eco-related	Positive	Neutral
1584333852969144320	2806	Since gaining popularity online, the medication has been increasingly used off-label to manage weight. Now, there’s a shortage that’s affecting type 2 diabetes patients who need it 	Not eco-related		
1660290613688905728	4718	For thousands of Afghans, the American withdrawal from Kabul in 2021 was just the beginning of a long, dangerous search for safety. The New York Times trekked with Afghan migrants as they traveled through the jungle from South America toward the U.S.  	Not eco-related		
1464073945519468608	4526	Join us and get inspired: Hear from the 10 #ClimateTech companies of the 2021 class of the  Sustainability Accelerator on December 9th as they each showcase their innovative solutions during Demo Day 2021: 	Eco-related	Positive	Supportive
1667954208580988928	3306	While the  efforts to protect our #environment are commendable, the mission continues. We need your support to demand the strictest possible emissions limits for all #powerplants! #DontSettleForLess #EPAPowerPlantRule 	Eco-related	Positive	Supportive
1673963390438342662	4272	Poultry farmers urge FG to make grains affordable  Read more here 👇🏾   #Agriculture #Environment #Entrepreneur #Technology #Farming #Farmers #AgriBusiness #NaijaFarmers #Nigeria #Farms #News #Newspaper #FoodSecurity #Eid2023 #Poultry #Grains #PoultryFarming 	Not eco-related		
1541799842833375233	3078	The idea was planted, writes  when the US Fish and Wildlife Service declared the lynx threatened throughout the Lower 48. Groups like  and the Colville Tribes began thinking about all the prime lynx habitat on tribal lands. 	Eco-related	Negative	Supportive
1671571968271712284	4050	Our team is ready to rock at the Energy & Environment Forum today! Hosted by the  this event is being held at one of  buildings Evolv1, and we're proud to showcase the solar carport we constructed on-site. #environment #SOLAR #Sustainability #solarpower #EVENT 	Eco-related	Positive	Supportive
1683213112609062914	3650	Greece can’t react to the fires caused by arson not the climate crap you far left spew out daily because they owe 1000 year loan to the EU who’s beneficiaries are 🇫🇷 🇩🇪 so they have no money # ClimateScam	Eco-related		Skeptical/Opposing
1662498921724235779	1798	"""I really, really missed you!"" Taylor Swift told the sold-out crowd of over 72,000 people at the MetLife Stadium in New Jersey on Friday. Her three weekend dates there, for her career-spanning Eras Tour, are her first concerts near New York in five years.  "	Not eco-related		
1669304818379153410	2799	🖋️ 'Boris Johnson has decided to go down in a Blaze of Glory with an excoriating take down of the Privileges Committee'  Read  analysis 👇 	Not eco-related		
1685888967927898112	2171	Boiling Ocean Update: Florida Sea Temperature ‘Record’ Drops 15°F in just 48 Hours  via  it’s boiling! Say the  but of course it’s all nonsense!	Eco-related	Negative	Skeptical/Opposing
1682010100263788547	2384	#ClimateChangeIsAFraud   natural climate phenomenons r slowly disappearing across the world, these #HAARP stations across the world have significantly damaged the natural climate cycle of the world #GlobalistCabal #GlobalistsPLAN 👹	Eco-related		Skeptical/Opposing
1556704339271598082	3711	"“Right now, the market is increasingly demanding clean energy and deforestation-free agricultural products. But there is so much greenwashing, so much deception, so much information being hidden..."" "	Eco-related	Negative	Supportive
1668937337202458633	4302	Hundreds of people, many of whom were students, attended a vigil at St Peter’s Church to pay their respects to the victims of the Nottingham attacks yesterday.  The City Council has said another vigil will take place on Thursday at 5.30pm in Old Market Square  	Not eco-related		
1582055141498564608	4164	The people of Lubec didn't realize that burying the whale in anoxic mud would prevent it from decomposing, or that the region's dramatic tides would cause it to emerge, zombie-like, from the muck.  	Not eco-related		
1660624076476502017	1837	The 2022 midterms looked to be a rejection of Trumpism. And yet it appears increasingly likely that Donald Trump will win the Republican nomination for the 2024 presidential election.  Listen to today’s episode of The Daily. 	Not eco-related		
1672998938566361088	2774	📣 NOW!!! ⏰ The new round of Remote Miner Mania is now available in our online shop! 🎉     🛒  clicking right here:  #LaunchTime #remoteminer #arkreen #ClimateAction #ClimateChange #Environment #RenewableEnergy #TechForGood 	Not eco-related		
1673969420794830849	4397	President Vladimir Putin sought to cast the Wagner leader who rose against him as corrupt, even as he said the Kremlin was financing the mercenary’s operations 	Not eco-related		
1492060842887716884	3023	Travelers—and history fans—may have heard of Black music meccas such as Bourbon Street in New Orleans and Beale Street in Memphis. But Chattanooga’s Martin Luther King, Jr. Boulevard, formerly known as Ninth Street has its own legendary history.  	Not eco-related		
1673408421838852096	3921	⏰ We're officially in a 1-month countdown until NAADSN's Emerging Leaders Node Annual Conference 26-28 July!   If you want to hear amazing students discuss #defence, #environment, #alliances, and #governance in the Arctic and  as our keynote speaker - register! 	Not eco-related		
1673708198199533572	3252	A critically endangered rat-sized marsupial that looks like a mini kangaroo is returning to parts of Australia for the first time in a century #environment	Eco-related	Positive	Supportive
1572968956939440134	3058	Accelerating a transition to renewable energy requires a smart, nature-friendly buildout.   Launched in partnership with   and  Global Renewables Watch is a tool to help inform better decision-making. #ClimateWeekNYC 	Eco-related	Positive	Supportive
1666400803513352192	4263	The most imperative futurefit of the organization is employee development. allow your employees to develop and explore in order to create a conducive environment. #environment #development #skillsdevelopment 	Not eco-related		
1670363672047153152	2891	🇯🇵 _||~🫧🐳 In #Shimabara, Japan, the streets are so clean they’re home to hundreds of #koi carp in the gutters .. #environment infrastructure #climate #sıfırAtık UN 🇺🇳  	Eco-related	Positive	Supportive
1671135811411271681	1992	#BusinessRecoverySeries Your employees are the key to delivering exceptional service. Happy employees, happy #customers! Create a #positive work #environment, invest in training, and provide #growthopportunities. #ServiceIndustry 	Not eco-related		
1666041608356110339	2358	I have transformed this former mayonnaise jar by upcycling it into a Sphagnumarium; if everyone did the same I dare say we could stop glueing ouselves to oil tankers.   #Upcycle #Recycle #CO2 #Environment #EnvironmentDay #CarbonCycle #Bryophytes #Sphagnum 	Eco-related	Neutral	Supportive
1545120716546252800	2159	The United States creates more plastic trash than any other nation, but California's new legislation on plastic waste could force the country to deal with its plastics problem.  	Eco-related	Negative	Neutral
1673700236957560835	1717	Exclusive: Three Arrows Capital liquidators are seeking to recover $1.3 billion from Su Zhu and Kyle Davies, co-founders of the failed crypto hedge fund 	Not eco-related		
1673808440299323394	3128	A teenager in rural Colorado sent his drone to see floodwaters from recent downpours when he discovered an SUV upside down in a sinkhole. Two people were inside, and they needed help. 	Eco-related	Negative	Neutral
1564705813125529600	3747	“The dental professional is looked down upon because we are working in such a disgusting environment. And yet mucus is the most wonderful substance in the world.” 	Not eco-related		
1479639512422797322	1703	Who sets the world’s conservation agenda? Usually, it’s not the communities most affected by #ClimateChange & nature loss.    But every new decision is a chance for authentic partnership—check out these 2022 opportunities:  	Eco-related	Positive	Supportive
1673407355508125700	4226	Buyout titan Robert Smith’s Vista Equity Partners more than doubled its initial investment in Apptio after IBM agreed to buy the software maker for $4.6 billion 	Not eco-related		
1673785297128108042	4670	A feel-good rally that dragged down borrowing costs for the world’s worst rated bonds to a four-month low has come to an abrupt end 	Not eco-related		
1683216415900471296	4745	Try this - as I'm doing now - hashtag Climate here on Twitter -- the first choice that always comes up is 'ClimateScam'. Is that Twitter optimizing bullshit? Or is it a majority vote from Twitter users? #ClimateCrisis	Eco-related		Supportive
1463145313313693701	4776	With the invention of scuba diving, Jacques Cousteau opened up the deep sea to humanity and left a legacy that continues to drive underwater exploration today. Hear more on the latest episode of #OverheardNatGeo  	Not eco-related		
1685810463928397824	2253	If Rishi came on the TV & said the Archbishop has told me that for God to protect us from the weather you must give up your cash & freedoms you'd rightly tell him to go _ himself. So why can't we tell an irritable teenage retard to do the same? #GretaThunberg	Eco-related		Skeptical/Opposing
1548329147419672578	2832	Hot out there, huh? Immerse yourself in the cool, clean waters of #Alaska's Bristol Bay and read what's at stake for future generations. 📷: Brian Adams  	Eco-related	Neutral	Supportive
1665750497343557633	3037	Do you know what to do with a derelict vessel?  #realcoastaldifference #lowcountrylife #coastalcleanup #adventure #boat #boating #charleston #cleanup #coastal #coastalliving #coastline #donation #environment #fish #habitat #lowcountry #marinedebris #natural 	Not eco-related		
1582479185271988224	3980	"""While my status as a banned book author certainly puts me in terrific company, it would be a tremendous mistake to see book-banning efforts as something benign or amusing."" "	Not eco-related		
1673408655255797761	3673	Russians appeared to have sought to exchange rubles for the crypto stablecoin Tether as a refuge during the short-lived mercenary rebellion that shook the nation over the weekend 	Not eco-related		
1671507329844477952	3929	🙌Two great part-time #flexible jobs at  #Digital Comms & #Engagement Officer & #Centenary #Events Organiser. Both £25k pro-rata. Closing date 3/7.  #charityjobs #environment	Not eco-related		
1671065546685595650	3356	Only 2 weeks to go until #STEMFest23!! 🚀  We can't wait to welcome both exhibitors and schools into the VERTU Motors Arena in Newcastle for a fun-filled 3 days!   #STEM #Space 🛰️ #Technology 💻 #Environment ♻️ #Energy 🌲 #Manufacturing ⚙️ 	Not eco-related		
1654501320550694916	1786	"Germany dismantles a wind farm in order to expand a coal mine, several hundred pounds of pasta are left alongside a creek in New Jersey, ""superpollutants"" are found in China and the US, and other environmental news you might have missed. "	Eco-related	Negative	Neutral
1400839678631321602	2438	"""Nat Geo is biting off more #SharkFest content than fans can chew– er, view all at once this year, with 6 weeks of programming spread across four networks and streaming service #DisneyPlus,  has learned exclusively."" "	Not eco-related		
1672720503159640064	4139	💵 Barclays says buy any pullback 📑 OpenAI CEO: Don't overdo regulation 🥛 AI making yogurt  Annabelle Droulers looks at some of the big AI stories of the week  	Not eco-related		
1459181754997260294	4510	Research has revealed that continued pain could derail a child’s short- and long-term neurological, social, and motor development, especially in fragile, preterm babies born earlier than 37 weeks. 	Not eco-related		
1586766290144067584	4368	This November, countries around the world will come together to discuss HOW they are going to accomplish and fund the goals they have set for #ClimateAction. 	Eco-related	Neutral	Neutral
1665764967956529152	2926	#Protecting our #planet is of utmost importance. We work every day to be exemplary corporate citizens, with secure jobs in a healthy #environment. We pursue #environmentallyfriendly, efficient means of production & maximize recycling opportunities. #futurefriendly #WeCare #WeAct 	Eco-related	Positive	Supportive
1684823279398424576	4079	Computer model forecasts have had tens of BILLIONS of dollars invested in them but have failed to accurately predict the Earth's climate.  #StopEliminatingCo2 #ClimateChange #ClimateCrisis  #ClimateEmergency #ClimateCatastrophe #ClimateHealth #ClimateJustice	Eco-related	Negative	Skeptical/Opposing
1671270951483510786	3687	#Childrenday #ChildrensBooks #childrensbook #ecokidsproject #environment #ecofriendly #plasticpollution #solution #solutions   Some folks saw the light and decided to help #Children to prepare for a #future that is bright  click here:  	Not eco-related		
1672391383930249217	3261	Meta Platforms appears well-prepared to meet Europe’s new strict content moderation rules, European Commissioner Thierry Breton said after a meeting with CEO Mark Zuckerberg 	Not eco-related		
1665689524041658373	4534	As part of #WorldEnvironmentDay  latest blog shares how we're working to ensure our #innovative #biopesticides fight #xylella without harming the #environment:     	Eco-related	Positive	Supportive
1670790884349100033	4185	Prior to 1870, records rarely noted names of enslaved and formerly-enslaved people, creating a genealogical brick 'wall'-- but new records have allowed this writer to trace his enslaved ancestors all the way to Africa. 	Not eco-related		
1584673967511576576	3063	Sometimes breaking the norm can lead to incredible solutions. In NW India, regenerative agriculture replacing the tradition of field burning can fight climate change AND keep soil healthy! 	Eco-related	Positive	Supportive
1666712962214555648	3399	Our award-winning #wastemanagement model helps you save money, become more #sustainable and free up your time to focus on what’s really important – running your business.   Discover how we can help:  ♻️  #TheCity #sustainablebusiness #environment 	Eco-related	Positive	Supportive
1666803134201733123	4010	🇺🇸 Some flights bound for New York have been cancelled as wildfire smoke from Canada engulfed the city  Read more on our live blog ⤵️  	Eco-related	Negative	Neutral
1668236728870526991	3370	Spanning over 600 square miles, the South Downs National Park is an uncrowded haven of wildlife, ancient wilderness and pristine coastline.  Planning to visit? Here’s our insider guide 👇 	Not eco-related		
1671140247953113090	4203	TOI Editorials : Greenwashed – Aravalis to Goa, rules are being tweaked to allow ecologically dangerous projects and mining  #aravali #environment  #trees #forest #Goa #panaji      	Eco-related	Negative	Supportive
1685433074837012480	4027	During the winter of 1922 there was no ice around Svalbard and summer sea surface temperatures reached 15C - much warmer than this year.    	Eco-related		Skeptical/Opposing
1666541034854313984	2738	There are 154 people who live downwind of Martin Lake who can’t afford a delay of another year. For them it’s a matter of life and death. We have proven ways to make the air cleaner and we have a law that demands that. We need to act now.  	Eco-related	Negative	Supportive
1673977062384599041	2110	ECB Vice President Luis de Guindos says that while another interest-rate increase next month is all but assured, the outcome of the following meeting remains unclear 	Not eco-related		
1672579832692068352	2581	🔴On a frosty night in March 1980, 19-year-old Yevgeny Prigozhin and three of his friends walked out of a restaurant on the outskirts of Leningrad and saw a young woman in leather boots 	Not eco-related		
1684064317744848897	2841	Yes, the extent of the  is unknown. Those responsible  reporting opinion as fact, behaving like ancient priests interpreting chicken entrails are legion, worshiping at the altar of the electric car. Offering plastic straws as tributes to the #Climate	Eco-related		Skeptical/Opposing
1616179989736472590	4319	Globally imperiled bluff vertigo snails are found on just a few places on earth. One of them—the privately owned Bernheim Forest, is directly in the path of a fracked gas pipeline that could wipe out the snails entirely. 	Eco-related	Negative	Neutral
1671099082666921985	4638	With Germans facing an era of political and economic turbulence, the far-right Alternative for Germany party is resurgent. Mainstream politicians are struggling to respond. 	Not eco-related		
1672004879512944640	2811	🦠 New research has shown that lockdowns fuelled a staggering rise in teenage eating disorders – and this was not the only damage done 	Not eco-related		
1530988095969153024	4889	For many Americans, Memorial Day signifies the start of the summer season. But that wasn’t the original purpose of the day—and its evolution over the years has been rife with controversy.  	Not eco-related		
1668136069663973378	1743	The 76th Tony Awards took place Sunday night at the United Palace in Manhattan’s Washington Heights neighborhood with the Oscar-winning actress Ariana DeBose as the host. Here's the full winners list. 	Not eco-related		
1673646605323620357	2535	The Bank of England will push the UK into recession by the end of the year, as it fights to get inflation under control  That’s the warning from Bloomberg Economics, says   	Not eco-related		
1607834176023150599	2598	Now that Christmas has come and gone... what are you doing with that tree?   Here are some surprising ways your tree can actually give back 🎄🎁: 	Eco-related	Neutral	Supportive
1670134827985563657	4100	☎️ A telephone exchange used by Queen Elizabeth II and removed from Buckingham Palace during a refurbishment 25 years ago is being sold at auction 	Not eco-related		
1466452098816561163	3030	About 73 million years ago in what's now southern Chile, a newfound species of club-tailed dinosaur lived and died in a river delta rich with plant life.  	Not eco-related		
1660008873552478208	4109	Martin Amis, who died on Friday, was primarily known for his witty and daring novels. But he was also an essayist, memoirist and critic of the first rank.   Here are some books that chart the peaks of his career. 	Not eco-related		
1570476359390056448	4543	The Tennessee Valley Authority could be a national leader in showing the nation how to navigate away from the climate crisis, writes  Instead, the TVA has morphed into a prime example of why we're in it. 	Eco-related	Neutral	Skeptical/Opposing
1592549284917915648	2111	Ten years ago, there were about 100 pumas in the Santa Cruz range. Today, there are around 50.  Here's what a dedicated wildlife corridor can—and can't—do to fix that. 	Eco-related	Negative	Supportive
1673127227691610112	3014	The UK’s NHS has “strikingly low” levels of key clinical staff and worse health outcomes for diseases like cancer compared with similar countries, according to a report 	Not eco-related		
1682015015145013255	3497	A single winning ticket was sold in California for the $1.08 billion Powerball jackpot, the lottery group said Wednesday night. It is the sixth-largest jackpot in U.S. history.	Not eco-related		
1454486525996150798	2054	Climate change isn't just an environmental issue – it's an everything issue. 🌎   That's why the UN Climate Change Conference (#COP26) may be the most important event of 2021. Learn more:  	Eco-related	Neutral	Supportive
1683791182395068419	4003	Weather GeekeryEarth is acomplex planetA 12 hour flight would lead you to experience more than 130°C difference in temperatureLet's keep a cool head & consider the quality science on #ClimateCrisis or  	Eco-related		Skeptical/Opposing
1575840485201137664	1970	Talented photographers from around the world submitted more than 100,000 images that captured the beauty, the complexity and the raw power of nature. See the winning photos. 📸 	Not eco-related		
