ID	id	text	isgreen	sentiment	stance
1665868494263685121	4048	Sanu Gold Corp makes first discovery of gold mineralization at Bantabaye Project in Guinea #Environment #ZeroWaste #Climate [Video] Sanu Gold Corp (CSE:SANU, OTCQB:SNGCF) CEO Martin Pawlitschek joined Steve Darling from Proactive to share news the… 	Eco-related	Negative	Neutral
1661419310495985664	4359	Nearly a year has passed since a gunman breached Robb Elementary School and killed 19 children and two teachers in Uvalde, Texas. Tensions persist between victims’ families and the police, and between gun owners and gun-control activists. 	Not eco-related		
1595870064846184448	2097	"""I relish [#Thanksgiving] as the sole American holiday focused on gathering...It is a celebration that strikes me as even more precious at a time when America otherwise seems to be straining apart at the seams."" "	Not eco-related		
1668166446700982273	2617	At long last the Environment Agency has swung behind the use of hydrotreated vegetable oil (HVO) as a cleaner alternative to diesel and has commissioned consultants to set out its position.    #sustainability #environment #HVO	Eco-related	Positive	Supportive
1667229428194189313	2108	Do you understand the fight, flight or flex response 🤔  #sensors #sales #technology #innovation #marketing #future #motivation #sustainability #india #socialmedia #ai #artificialintelligence #video #engineering #electronics #environment #education #nature #learning #strategy 	Not eco-related		
1682924108974108673	2798	That's the  narrative.  Corals thrive in warmer water and more CO2.  CO2 is food for coral growth.  They use CO2 to make carbonates to build their protective structures.  The seas are alkaline and were never acidic even when CO2 levels were 15 times higher than today. 	Eco-related		Skeptical/Opposing
1673609884380680193	3334	The ceremonial gown worn by Carrie Fisher as Princess Leia in the final scene of the 1977 “Star Wars” movie, “A New Hope,” will go up for auction on Wednesday. The dress, long believed to be destroyed after production, could sell for as much as $2 million. 	Not eco-related		
1665732892444565507	4887	Last week, a group of Cirtronians volunteered their time to cleanup the Cirtronics sponsored portion of 101 in Milford. THANK YOU to our volunteers, who filled 48 bags of debris in just a few short hours!  #environmentalstewardship #esp #6WeServe #environment #sponsorahighway 	Eco-related	Positive	Supportive
1671053481170567169	3920	What is #Maersk doing to improve #biodiversity on land?🐾 Watch as our experts share some of the initiatives Maersk is driving to protect the #environment where we operate🤝🏼 Watch full interview:  💚 	Eco-related	Positive	Supportive
1601282394299957248	4358	Landmark U.S. legislation bans cub petting, tiger selfies, and breeding big cats as pets. What does that mean for the thousands of captive cats?  	Eco-related	Positive	Neutral
1462405468442304513	1801	This #WorldFisheriesDay kudos are due to coastal villages in Tanzania and Kenya, who are protecting fish nursery zones and working with fishing communities to ban destructive gear.    Learn more:  	Eco-related	Positive	Supportive
1549426377463664640	4237	Graceland, At Last, by  makes for perfect beach reading—or, for that matter, lake-side reading, creek-side reading, stream-bank reading, pond-edge reading, or wherever you’re spending your summer holiday. 	Not eco-related		
1684725932643454977	3956	I am convinced that the government along with help from Bill Gates are bio-engineering ticks to make people allergic to red meat as a part of their campaign against the cows in the name of climate crisis and global communism! #Agenda2030  #BillGates #Conspiracy 	Not eco-related		
1659607366361391105	2520	Body-cameras have become an important tool both for police investigations and for efforts to hold law enforcement agencies accountable for misconduct. But their use varies widely, and only seven states have enacted requirements for them. 	Not eco-related		
1667173245043212288	4478	As Canadian #wildfires  poured smoke plumes over the United States this week, East Coasters found themselves captivated and concerned by the unnatural orange hue that took over the skies. #NewYork #environment  	Eco-related	Negative	Neutral
1498689564315209730	3170	You might have seen the latest grim #ClimateChange report out yesterday from #IPCC. Here's what you need to know and why it's not too late to take action:  	Eco-related	Neutral	Supportive
1685541812801613824	3413	"It is winter in Antarctica and temperatures are extremely cold.  and  say the ice is ""rapidly melting.""  People pushing the  no longer make any attempt to be rational or credible. "	Eco-related		Skeptical/Opposing
1670684843561177088	4122	"""Everybody has a responsibility to reduce #emissions.""   testified in the trial of Montana youth who sued the state for the right to a healthy #environment.  Read about his comments reported by   &   "	Eco-related	Positive	Neutral
1660677650623463425	2784	The World Meteorological Organization says that there is a 66 percent possibility that in the next five years, global temperatures will top 1.5°C (2.7°F) above preindustrial levels for at least one year. 	Eco-related	Negative	Neutral
1483813011341164545	2992	TNC Chief Scientist  joins  for their inaugural speaker series. She'll highlight how the nation's 4.2 million Federal employees can help tackle the climate crisis.  Tune in:  	Eco-related	Positive	Supportive
1621342714821230593	4064	One-size-fits-all dietary recommendations don’t reflect how differently people respond to the food they eat. But an ambitious new study may allow experts to finally tailor their recommendations for different people based on genes, microbes, and lifestyle 	Not eco-related		
1668183183010197505	2264	"To THINK, in a world that awarded Meghan & Harry for having ""only"" 2 children as being environmentally conscious, that THIS man was NEVER awarded, shows JUST how WARPED our world has become! #ourworld #awards #StanislavPetrov #history #rockbottom #MandH #onthisday #environment"	Not eco-related		
1674417650674589696	1849	The billions of gullible imbeciles around the world who believe the  represent the greatest economic growth potential in history.If we don’t take the lead and exploit that unlimited and renewable stupidity, someone else willMuch better investment than #GOPTaxScam	Eco-related		Skeptical/Opposing
1658187241494044686	4470	"""As a mother of an expanding family and someone who is committed to taking care of the planet, it’s important to me to bring eco-friendly practices into my daily life."" "	Eco-related	Positive	Supportive
1544774443406430210	4194	The Supreme Court’s decision makes me feel like I live in a country with a legal system that does not always have my best interests at heart. 	Not eco-related		
1446484304545071110	3692	We need ambitious commitments for #NatureNow AND funding to reverse the biodiversity crisis.   Ahead of UN #COP15, TNC's   talks about the nature funding gap, and how to build a more durable future.  #TheRaceIsOn 	Eco-related	Positive	Supportive
1685439238387699713	4179	What say you   ? You two are pushing the scam in history for your friends at the WEF! You are both liars and traitors to Canada for doing so! You're court day will come!  cc. 	Eco-related		Skeptical/Opposing
1666534010330263552	2416	Throwing it back to last year when we had so much fun making this video and also took time to appreciate and care for the environment around us. Let's continue to prioritize the health of our planet for future generations. ♻️🌍 #throwback #environment 	Eco-related	Positive	Supportive
1619460347722596354	4654	A recent peer-reviewed study found that nearly 13 percent of childhood asthma in the United States is associated with exposure to indoor air pollutants from the use of gas stoves. 	Eco-related	Negative	Neutral
1683887271899017222	2409	Chemtrails cause #ClimateEmergency, which is a  because there is no #ClimateCrisis at all, everything is fine.Knowing this: which one is the fakenews?Chemtrails, or climatechange not happening?	Eco-related	Neutral	Supportive
1665917797019586560	2728	The derailed cars from the Coromandel Express strike the second passenger train as it passes, causing two cars at the end of the second passenger train to derail.  The accident scene stretched more than a thousand feet.  	Not eco-related		
1666725079705702404	2783	👑 Few could have overlooked the irony of the Princess of Wales picking up some stress management tips at a royal engagement on Tuesday, as her estranged brother-in-law was in the witness box 	Not eco-related		
1684542310170624000	3469	Visit Scotland ( now 18 million trees 🌲 lighter) to see tomorrows sustainable planet with NET ZERO plant food. Mass psychosis is a terrible affliction. ARE YOU AWAKE YET ?  #WEF2030Agenda #NetZero 	Eco-related		Skeptical/Opposing
1441024608317157376	2258	Layers of colored rock and greenery create a work of art in this striking aerial scene captured by Your Shot photographer Andro Loria at Iceland's Fjallaback Nature Reserve. 	Not eco-related		
1682757136949084162	3746	First offshore wind lease sale in Gulf of Mexico, NY deploys drones to watch for sharks, PHX breaks night time temps record, and more enviro news to catch up on this weekend.  	Eco-related	Positive	Neutral
1683793148961517568	2920	Always keep in mind Roger is a journalist and professional alarmist. He has no scientific qualifications other than what he may have picked up at school. But he has to make a living and this stuff sells at the moment 	Not eco-related		
1666410474978639873	2234	PLASTIC POLLUTION KILLS If you cannot RECYCLE or REUSE then quickly REFUSE.  #SwachhSurvekshan2023 #SwachhAmritMahotsav #MyCityMyPride  #3R #gogreen #climatechange  #Epledge  #environment  #GarbageFreeCity #ODFPlus #HarGharTiranga  #SwachhBharatMission #majhivasundhara4.0 	Eco-related	Negative	Supportive
1488567427516534785	2265	California’s coastal blue carbon ecosystems store an estimated 13 million metric tons of carbon, roughly equal to the yearly emissions of 10 million cars. Watch  new video to learn more about how  is restoring these crucial ecosystems. #NaturalClimateSolutions 	Eco-related	Positive	Supportive
1634285460301426689	3291	Whether you’re freeze-drying food or doing the wash, you’ll get the best sublimation in dry conditions with a bit of wind to whisk away emerging water vapor. 	Not eco-related		
1611833846424543233	2134	"""We need wild places for the human spirit. We need to preserve them, and keep them free of human intrusion. We just have to keep reminding people how valuable it is to preserve these wild places."" "	Eco-related	Neutral	Supportive
1682179420906463232	3573	This is similar to the experiment performed by Pavlov during the 1890s.  He trained dogs to make an association between unrelated phenomena.  The same thing is being done now, conditioning people to make an association between hot weather and fossil fuels.	Eco-related		Skeptical/Opposing
1670959752665333763	4678	👏 As part of  we applaud governments for adopting the long-awaited #HighSeasTreaty. At least 60 countries must ratify the Treaty ASAP, so the global Agreement can become international law.   Learn more 👉   #OceanTreatyNow #BBNJ #HighSeas	Eco-related	Positive	Supportive
1451248433046622218	4919	Natural climate solutions play a significant role in reducing emissions and climate impacts–important to understand ahead of #COP26. We explain how they work in this video. 	Eco-related	Positive	Supportive
1671141922470068226	1800	For another busy day the truck crane is the best option.  🖥️ Website:  📱 Commercial contact: +258 84 333 10 20  #Cranesafety #heavymachinery #bigprojects #ChallengingGravity #safety #safetynorms #ISOnorms #environment #quality  #Superpower #truckcranes 	Not eco-related		
1665690097340039172	3833	Let's reflect on how we sodas; we used glasses to reduce disposal because they are reused. Our great-grandparents cared about the #environment but now all we care about is #money!	Eco-related	Negative	Supportive
1644757245975220226	3735	Yellowstone National Park officials oversee the killing of more than 1,500 bison, CA April snow survey reveals snowpack to be one of the largest on record, elephants join humans and bonobos in self-domestication, and more news you might have missed.  	Eco-related	Negative	Neutral
1682091969764270094	1945	"   Well....lookie here 👀 😂   There is a ""scientific"" argument ""for"" and ""against"" everything.  It comes down to the motive behind the science. #Lockdowns #WEFlies #Globalization #Fear"	Eco-related		Skeptical/Opposing
1667523071740108800	4036	🔴 'There is growing evidence the BBC morphed into a state broadcaster that stifled voices challenging the authoritarian response to Covid.'  The Telegraph has spoken to current and former BBC staff who described a “climate of fear” during the pandemic 👇  	Not eco-related		
1682391013116219395	3116	Our merch as arrived! Go to  to see the collection and while you are there, check out our book! Available for download now.  	Not eco-related		
1666898063024087050	3712	Holding on for a hero:  Woodsy got one, and was very greatful ☺️  #Owls #animals #owl #nature #cute #green #animalrescue #AnimalLovers #rescue #birds #bird #environment #environmentalawareness #BeKind	Not eco-related		
1434909330202058754	2624	Originally commemorated through parades, political speeches, and labor union activities, Labor Day was born amid rising unrest over oppressive working conditions—and a massive strike that threatened to turn violent. 	Not eco-related		
1672601470984761349	2718	 Yevgeny Prigozhin has previously bashed the country's military leadership for failures in the war in Ukraine, and is known for his long-running feud with the Defense Ministry.  Here's a look at the 62-year-old Prigozhin and Wagner’s role in the war 	Not eco-related		
1653506147976990735	4468	China is rapidly building new coal-fired power plants. South Africa, hit by blackouts, reconsiders closing its coal plants. West Virginia regulators seek to extend the life of the coal-fired Pleasants Power Station. 	Eco-related	Negative	Neutral
1456267542138277915	2137	This #COP26, we’ll make choices for generations to come: innovation or business as usual, action or inaction, equity or inequity. Here’s how to get it right for people & #NatureNow:  	Eco-related	Positive	Supportive
1665741103914536960	1704	🌳 🌲  𝐏𝐫𝐨𝐭𝐞𝐜𝐭, 𝐏𝐫𝐞𝐬𝐞𝐫𝐯𝐞, 𝐚𝐧𝐝 𝐏𝐫𝐨𝐬𝐩𝐞𝐫: 𝐆𝐨 𝐆𝐫𝐞𝐞𝐧! 🌳 🌲  Let’s join hands to save the environment & hope for environmental restoration.  #initorglobaluk #environmentday #environment #saveenvironment #saveearth #savetheplanet 	Eco-related	Positive	Supportive
1638579633422749696	3315	          You must not be a math teacher  eh? Last time we looked 328,000 dead birds is a pretty big number, esp. when the killing IS NOT NECESSARY. You must be from CA or NJ? Or, are you putting a windmill in YOUR backyard? Shame. 	Eco-related	Negative	Skeptical/Opposing
1685796558032228352	2548	1/ If you think about it, those who believe in the #ClimateCrisis and those of us who thinks it's a  are not that far off from each other on this issue. We both believe it's man-made. The difference being one side believes its caused by oil/natural gas etc.	Eco-related		Skeptical/Opposing
1605956617236799489	2092	“There is a lot of good here,” told Sierra. “If we really implement it thoughtfully and with ambition, we will have a different reality. It'll be the kind of transformation we need.” 	Not eco-related		
1591151466936471565	2699	Minecraft + mangroves! 💚 Thank you  for raising over $227,000 for real world mangrove forest restoration.   View the recap video and hear from community members working to protect & plant mangroves in Kenya.  Learn more about our partnership:  	Eco-related	Positive	Supportive
1666825041814716416	3783	I just reread this paper, and it's silly good!   Kudos to Dr. Yoorae Noh ( & the co-authors.  #Water #infrastructure #pipelining #plastics #VOCs #publichealth #occupationalhealth #testing #airquality #indoorair #resin #exposure #environment  	Not eco-related		
1568285714932199425	2797	California’s goal is to produce electricity with zero carbon emissions by 2045. We’re planning on getting there sooner, but this experience has brought a new frustration with that “bigger is better” ethos. 	Eco-related	Positive	Supportive
1671030755852525569	4126	Conserving #energy is not only good for the #environment, but it can also #savemoney!  Here are two easy ways to conserve energy:  1) Turn off lights and electronics when not in use and 2) Use energy-efficient appliances and light bulbs.	Eco-related	Positive	Supportive
1596974686491009024	3449	Do you find yourself texting more often than you read a book? Any one of these six great books will give you an excuse to airplane that phone. 	Not eco-related		
1551196266511716354	4911	Gabon is a place of seemingly endless nature.   Determined to protect 30% of its terrestrial, freshwater and marine habitats, Gabon is emerging as a conservation leader. See how:  	Eco-related	Positive	Supportive
1667527568268963843	2646	What a generous family community we have. Several hours Saturday morning creating a new border for playground. Muchas Gracias!      #community #gardening #PTFA #giving #environment 	Not eco-related		
1619806382558961667	3013	According to one study, annual methane emissions from all the gas stoves in the United States have a climate impact comparable to that of 500,000 cars. 	Eco-related	Negative	Neutral
1673847957727195136	2013	#5things: Putin said Russia averted “civil war.” Hong Kong court hears marriage equality case. Interns rake it in as Wall Street cuts jobs and bonuses.  Here’s what you need to know ⬇️ 	Not eco-related		
1668297747118653440	2576	❓ Should Boris Johnson stand as an MP again?  Have your say on the former prime minister’s next step in our online poll ⬇️ 	Not eco-related		
1641840473114329088	4306	Women in conservation and science often feel excluded and undersupported. As an ally and sponsor for women in the field, Robyn James is determined to make a difference. Read more about her work here. #womeninconservation 	Not eco-related		
1102686437076549632	3915	A #Maya ritual cave was recently discovered that may hold clues to the rise and fall of the #MayanEmpire. Email pressroom for EXCLUSIVE images and interviews: 	Not eco-related		
1613915072295845888	2273	Way back when we were all innocent and young and maybe not even born yet, Exxon made some climate models. How good were they?   and  checked  work. Here's some of what they found. 	Eco-related	Neutral	Neutral
1516434172251934732	3073	Boop! 🦘 We're so hoppy! We just noticed that we're at One MILLION followers?! That's amazing.   THANK YOU to every single one of you for the support. It is only because of you that we are able to preserve, protect, and work towards a planet where people and nature thrive. 💚 	Eco-related	Positive	Supportive
1661726362405597185	3551	In Opinion  Tim Keller was “one of the most important theologians and greatest preachers of our time,” David Brooks writes. “His voice was warm, his observations crystal clear. We all tried to act cool around Tim, but we knew we had a giant in our midst.” 	Not eco-related		
1680907659950563330	4187	What next for Labour? Target MPs with solar on their home? Jesuswepttt. They were just meeting, not being funded by or brainwashed by, or conspiring with.. More danger comes from all the meetings/money given to Labour by Murdoch's empire.#JeremyVine #JustStopOil #environment	Eco-related	Neutral	Supportive
1672166923872657411	2629	❄COMMUNITY FRIDGE ❄  Community fridge open 10am - 1pm today thanks to our friends at Tesco   Remember:  🌍Help us to help our planet - reduce food waste & increase recycling in our community   #CommunityFridge #ClimateAction #environment #communityspirit #ItStartsWithCommunity 	Eco-related	Positive	Supportive
1683232058250784770	2768	What is the betting, when all the dust has settled, it comes out that the Rhodes wild fires were started by the same people that have been blocking roads and protesting about climate change. 	Eco-related	Negative	Skeptical/Opposing
1682084904102768642	1864	Why does  keep going back to Death Vally in the summer we know it’s hot 🥵 there nothing to do with the uk so who cares Just more scaremongering propaganda from the scummedia about the  #Itvnews #WEF puppets just like the government	Eco-related		Skeptical/Opposing
1672613054117294080	2839	The UK's Home Office failed to update its wildfires strategy despite a record number of fire incidents last summer, experts told Bloomberg News. To top it, the country has fewer firefighters than it did a decade ago. 	Eco-related	Negative	Supportive
1670868318851301396	4269	Chris Paul was on a plane to New York on Sunday, to promote his new book, when he heard the news in a text from his 14-year-old son, Chris Jr.: He had been traded. 	Not eco-related		
1672865993800990720	3544	Ford is getting $9.2 billion to develop three EV battery factories. The loan is a watershed moment in the US race to catch up with China on green tech.  This story is free to read 	Eco-related	Positive	Neutral
1673957671571972097	2356	South Koreans become at least a year younger today, as the country changes the way it counts age to bring it in line with international norms 	Not eco-related		
1672236642084741122	4253	Complex factors behind shifts and decreases in Canada's farmlands. This is going to be a tough one for us to solve as this issue gets worse in the years to come. #agriculture #climatechange  #environment #housingcrisis  	Eco-related	Negative	Supportive
1666068324319481857	4440	Indeed an important discussion, when #Tourism needs to grow but with min. adverse impact on #environment #Heritage #LocalCulture. #NorthEast India shows the path on how to trend on #PlasticPollution &its meaningful collection/disposal. Kudos  for taking it forward.	Eco-related	Positive	Supportive
1673064932231770112	4020	"🗣️ ""It’s a very special and emotional night for me,"" Elton tells the crowd.  ""It might be my very last show in England, in Great Britain, so I’d better play well and entertain you""  #Glastonbury2023  "	Not eco-related		
1667215175206748181	2779	Parker Solar Probe Unveils the Sun’s Secrets: Fast Solar Wind Traced to Coronal Holes  Read more   #space #environment #medecine #physics #maths #astronomy #laboratoy #invention #syndrome #chemistry #geography #biology #science  #nasa #mars  #spacex #Scie…	Not eco-related		
1666041020780355584	4614	Apple introduced its new high-tech goggles called Vision Pro on Monday. The $3,500 device, shaped like a pair of ski goggles, will offer “augmented reality” and introduce “spatial computing,” the company said.  	Not eco-related		
1682915669015412736	2919	Fate has given  a last chance but is he smart enough to take it?He has an opportunity to pull Canada's economy out of the depths if he turns it down for the  we will know which side his bread is buttered on.#LNG #ClimateCrisis 	Not eco-related		
1665680392035205121	2082	On #WorldEnvironmentDay, IB Group is taking a significant step towards combating climate change by planting 4000 trees on its premises. This initiative holds enormous promise in terms of carbon sequestration. #environment #worldenvironmentday2023 #noplastic #carbonsequestration 	Eco-related	Positive	Supportive
1574175709597138944	3506	"""You have to drill the wells to support the petrochemical plant, but you also have to build the petrochemical plant in order to keep drilling the wells. It's like a Ponzi scheme for natural gas."" "	Eco-related	Negative	Supportive
1620485873799233537	2457	Since at least 2018, when the state of Alaska petitioned the federal government to exclude the Tongass National Forest from the Roadless Rule, Indigenous communities in Southeast Alaska have advocated for keeping the protections in place.  	Eco-related	Positive	Neutral
1672985937322622978	4610	All it takes to run the top job in Canada’s largest city is a refundable C$200 fee and 25 signatures. This year, that means a crowded and colorful field  via 	Not eco-related		
1519390932419977218	2765	Since 2008,  has helped create 22 marine reserves. These make up two-thirds of the world’s fully protected marine areas—covering more than two million square miles in all.  	Eco-related	Positive	Supportive
1671794237623660544	4218	Stockholm wants to be completely fossil fuel-free by 2040.  An underground tunnel and a 787-foot-long drill are vital to achieving that.  with more  	Eco-related	Positive	Neutral
1670333093792862208	2107	Discover the transformative power of love in leadership.  Explore the importance of  embracing affection,  fostering companionship,  and balancing solitude for  effective leadership.  #love #innovation #leadership #inspiration #environment #Positivity   	Not eco-related		
1442927126940770304	4370	Could climate change ever spell the end of the Georgia peach industry? Farmers and scientists alike are trying to make sure the iconic fruit never dies. 	Eco-related	Negative	Neutral
1671842596610621440	4715	🎶 To see your musical idols live you can now queue online to register for a future online queue.  Here's a better way to do it ⤵️ 	Not eco-related		
1670587530033393668	3707	🔴The opposition leader will vow to “throw everything” at his net zero agenda by firing the starting gun on a “race” to build more turbines across the country	Eco-related	Positive	Supportive
1490659189340966917	2396	New pledges are good—but make no mistake: Earth responds to action, not ambitions.    See more on what’s possible for policy AND implementation this year:  #ClimateAction 	Eco-related	Neutral	Supportive
1665675067416535044	2148	Today, as we celebrate #WorldEnvironmentDay, it is crucial to reflect on the significance of #CleanCooking in promoting a clean and healthy #environment for all.  Learn more about the many environmental benefits of #CleanCooking in CCA's new blog: 	Eco-related	Positive	Supportive
1674526260498923521	4230	"#Breaking: China rapidly increases its capacity ""to generate power from wind & solar,"" which could significantly alleviate global warming. Read more from  #ClimateEmergency   #BreakingNews #ClimateCrisis #Science #ScienceNews #News "	Eco-related	Positive	Supportive
1682011432886386691	4278	One of the outright lies of the  sters is that CO2 causes warming which will allow the air to hold more water, causing even more warming. Because water vapor is the dominant greenhouse gas, 20 to 50 times more abundant than CO2. Think Death Valley and the Sahara… 	Eco-related	Negative	Skeptical/Opposing
1669256599439831040	2411	✍️ The Privileges Committee said it would have recommended a suspension of 90 days from the House of Commons for Boris Johnson if he had not resigned as an MP.  Read more from the partygate report here ⬇️  	Not eco-related		
1483574928125448195	3226	Arab nationalism and Islamism have molded much of Sudan’s political present. But many Sudanese are turning to three millennia of cultural history to build a new identity—­one that balances ancient African heritage with recent centuries of Arab influence. 	Not eco-related		
1666530632279773203	3582	ICYMI:  “Rather than policing how we cook our eggs, agencies in Washington should focus on meaningful reforms that would help lower energy costs to spread savings to consumers.”   #energy #environment  	Not eco-related		
1666022897998069761	2400	Prince Harry has taken the stand in a London courtroom for a lawsuit against the Mirror newspaper group. He accused it of hacking his cellphone more than a decade ago.  Follow live updates. 	Not eco-related		
1683036625134305280	4244	I feel so proud and humble when i see  trending on twitter.. so many of us awake to the crap that's going on... #netzerocrap	Not eco-related		
1671500366117228545	4234	Thank you everyone for making this earth heaven and hell, hope we meet again in afterlife (if it exist). I don't know whether we are already dead or not please confirm. #ClimateCrisis #climate #GretaThunberg #environment #humanity	Eco-related		Neutral
1667064246352629760	3318	Let's make a difference! It's time to Reduce, Reuse, and Recycle! ♻️ The sight of polluted water bodies breaks our hearts By adopting the mantra of Reduce, Reuse, and Recycle, we can minimize waste and protect our precious water bodies. 💧🌿  #environment #haarwala #nature 	Eco-related	Positive	Supportive
1667135300336852995	4059	🔴 Former Tory chairman Sir Jake Berry will urge the Tories to “blow up blobonomics” if they want to hold on to the Red Wall as he warns an “Oxbridge PPE clique” is running the country 	Not eco-related		
1589696233827753984	3163	After the pandemic sent Belize into its worst ever recession, an unexpected solution came through: a chance to cut their debt by investing in conservation. | via  	Eco-related	Neutral	Neutral
1671878546787295233	2846	"🖊 ""If the West don’t adequately support post-War reconstruction, Kyiv may turn to Beijing for help. Democracy will be the loser"" | Write Bob Seely & Helena Ivanov  Read the full column here ⤵  "	Not eco-related		
1684725716531965952	2893	Wow - turned to  - thought I’d try watching it but can’t, see they’ve gone full on  lunatic - acting like they have a clue spreading nothing but fear, lies and BS - wonder what climate cult group that garbage for them? What a disgrace the corporate…	Not eco-related		
1674298128520937472	4762	Governors of Washington, New Mexico and Indiana who span the political spectrum from Democrats to Republican justify green spending on this week’s episode of Zero 	Eco-related	Positive	Neutral
1669037253350260738	2332	🪧 The protests consist of middle-class people sitting on their backsides, while working-class people wonder how they’re meant to make a living | Writes   Full story 👇  	Not eco-related		
1659163202557554689	2404	Ali Diercks was one of many anonymous sources who took enormous risks to expose harassment and sexual violence as part of the #MeToo movement.  She has waived her anonymity to discuss the costs of coming forward. Listen to today’s episode of The Daily. 	Not eco-related		
1666975904738983942	4329	Did you know? Some PFAS are so resistant to heat and chemicals that they've been used in space exploration suits to protect astronauts! Talk about out-of-this-world durability🚀Read more below #biotech #BreakingNews  #ClimateActionNow #BIO2023 #sciencenews #oceanday 	Eco-related	Neutral	Neutral
1672156018267045888	2335	JUST IN: Economic activity in the euro area almost came to a halt in June, signaling an end to the revival the bloc demonstrated since its winter downturn  	Not eco-related		
1672642769251192832	1697	🔴 Moscow’s mayor has urged residents to stay inside as Yevgeny Prigozhin and his mercenary force storm to within just 250 miles of the capital.  📸 Pictured: Law enforcement officers at a checkpoint in Moscow  Get the latest updates 👇  	Not eco-related		
1677169681860526080	2838	What’s the current status of the NTPC Tapovan-Vishnugad Hydro project? After so many loss of lives and huge cost incurred and further apprehension of ecological damage what’s the next plan?    #environment #Uttarakhand	Eco-related	Negative	Supportive
1575599393662967808	3776	“It looks like a tree of life and evokes such feeling but the irony is that there is no life without water.” - Judge Smita Sharma (   Congratulations to Li Ping- our 2022 Photo Contest grand prize winner! For more photos click HERE:  	Not eco-related		
1670243127196631041	2859	🔵 Jeremy Hunt has warned Government departments that they must find fresh spending and jobs cuts within months as he seeks to build the headroom to cut taxes 	Not eco-related		
1682948240117776384	3588	When we were forced to allow men to publicly say they can get pregnant, we knew the boys weren't  alright and behavior like this was next.  #ClimateCrisis #climate #GlobalWarming  #mencangetpregnant	Not eco-related		
1596597199617642497	4058	"""Much more work has to be done to assist vulnerable countries with climate change adaptation so that they can avoid suffering loss and damages in the first place."" "	Eco-related	Positive	Supportive
